File Path,Category,Header Name,Documentation Status,Primary Purpose,Dependencies,Complexity Level,Verification Status,Notes
include/xieite/fn/time.hpp,fn,time.hpp,Documented,Time measurement utility,None,Low,Complete,Documented in guards_and_wrappers.md
include/xieite/fn/tmp.hpp,fn,tmp.hpp,Documented,Temporary file/path utility,None,Low,Complete,Documented in guards_and_wrappers.md
include/xieite/fn/try_opt.hpp,fn,try_opt.hpp,Documented,Try operation with optional result,None,Medium,Complete,Documented in functional_core.md
include/xieite/fn/unit_udl.hpp,fn,unit_udl.hpp,Documented,Type-safe unit literal,None,Medium,Complete,Documented in user_defined_literals.md
include/xieite/fn/unroll.hpp,fn,unroll.hpp,Documented,Compile-time loop unrolling,None,Medium,Complete,Documented in functional_core.md
include/xieite/fn/visitor.hpp,fn,visitor.hpp,Documented,Variant visitor pattern,None,Medium,Complete,Documented in guards_and_wrappers.md
include/xieite/fn/y_combinator.hpp,fn,y_combinator.hpp,Documented,Lambda recursion enabler,None,High,Complete,Documented in functional_core.md
include/xieite/io/dump.hpp,io,dump.hpp,Documented,Debug output utility,None,Low,Complete,Documented in io/index.md
include/xieite/io/file.hpp,io,file.hpp,Documented,Cross-platform file wrapper,None,High,Complete,Documented in io/index.md
include/xieite/io/file_pipe.hpp,io,file_pipe.hpp,Documented,Process pipe communication,None,Medium,Complete,Documented in io/index.md
include/xieite/io/keys.hpp,io,keys.hpp,Documented,Keyboard input enumeration,None,High,Complete,Documented in io/index.md
include/xieite/io/keys_char.hpp,io,keys_char.hpp,Documented,Key to character conversion,None,Low,Complete,Documented in io/index.md
include/xieite/io/log.hpp,io,log.hpp,Documented,Structured logging with colors,None,High,Complete,Documented in io/index.md
include/xieite/io/pos.hpp,io,pos.hpp,Documented,2D position coordinates,None,Low,Complete,Documented in io/index.md
include/xieite/io/read.hpp,io,read.hpp,Documented,Stream reading utility,None,Medium,Complete,Documented in io/index.md
include/xieite/io/term.hpp,io,term.hpp,Documented,Terminal control with ANSI,None,Very High,Complete,Documented in io/index.md
include/xieite/math/abs.hpp,math,abs.hpp,Documented,Absolute value function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/add_overflow.hpp,math,add_overflow.hpp,Documented,Safe addition with overflow detection,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/almost_equal.hpp,math,almost_equal.hpp,Documented,Floating-point equality comparison with tolerance,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/almost_equal_slope.hpp,math,almost_equal_slope.hpp,Documented,Floating-point equality with slope-based tolerance,None,High,Complete,Documented in arithmetic_operations.md
include/xieite/math/as_signed.hpp,math,as_signed.hpp,Documented,Convert to signed type,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/as_unsigned.hpp,math,as_unsigned.hpp,Documented,Convert to unsigned type,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/avg.hpp,math,avg.hpp,Documented,Average calculation function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/between.hpp,math,between.hpp,Documented,Range checking function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/between_magnitude.hpp,math,between_magnitude.hpp,Documented,Magnitude-based range checking,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/big_endify.hpp,math,big_endify.hpp,Documented,Convert to big-endian byte order,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/big_int.hpp,math,big_int.hpp,Documented,Arbitrary precision integer type,None,High,Complete,Documented in advanced_types.md
include/xieite/math/bit_field.hpp,math,bit_field.hpp,Documented,Bit field manipulation type,None,High,Complete,Documented in advanced_types.md
include/xieite/math/bit_size.hpp,math,bit_size.hpp,Documented,Bit size calculation utility,None,Low,Verified,Additional utility header for bit operations
include/xieite/math/byte_fill.hpp,math,byte_fill.hpp,Documented,Fill bytes with specific pattern,None,Low,Complete,Documented in bit_operations.md
include/xieite/math/ceil.hpp,math,ceil.hpp,Documented,Ceiling division rounding function,None,Low,Verified,Part of division rounding utilities
include/xieite/math/ceil_half.hpp,math,ceil_half.hpp,Documented,Half-increment ceiling rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/closest.hpp,math,closest.hpp,Documented,Find closest value function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/color3.hpp,math,color3.hpp,Documented,3-component color type (RGB),None,Low,Complete,Documented in geometric_types.md
include/xieite/math/color4.hpp,math,color4.hpp,Documented,4-component color type (RGBA),None,Low,Complete,Documented in geometric_types.md
include/xieite/math/cot.hpp,math,cot.hpp,Documented,Cotangent trigonometric function,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/csc.hpp,math,csc.hpp,Documented,Cosecant trigonometric function,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/diff.hpp,math,diff.hpp,Documented,Absolute difference calculation,None,Low,Verified,Part of division rounding utilities
include/xieite/math/digits.hpp,math,digits.hpp,Documented,Digit manipulation and counting,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/div_ceil.hpp,math,div_ceil.hpp,Documented,Division with ceiling rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_ceil_half.hpp,math,div_ceil_half.hpp,Documented,Division with half-increment ceiling,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_floor.hpp,math,div_floor.hpp,Documented,Division with floor rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_floor_half.hpp,math,div_floor_half.hpp,Documented,Division with half-increment floor,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_magnify.hpp,math,div_magnify.hpp,Documented,Division with magnitude rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_magnify_half.hpp,math,div_magnify_half.hpp,Documented,Division with half-increment magnitude,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_overflow.hpp,math,div_overflow.hpp,Documented,Safe division with overflow detection,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/div_truncate.hpp,math,div_truncate.hpp,Documented,Division with truncation rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/div_truncate_half.hpp,math,div_truncate_half.hpp,Documented,Division with half-increment truncation,None,Low,Verified,Part of division rounding utilities
include/xieite/math/djb2.hpp,math,djb2.hpp,Documented,DJB2 hash algorithm implementation,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/duration_cast.hpp,math,duration_cast.hpp,Documented,Duration type casting utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/exp.hpp,math,exp.hpp,Documented,Exponential function utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/exp_search.hpp,math,exp_search.hpp,Documented,Exponential search algorithm,None,Medium,Verified,Part of search utilities collection
include/xieite/math/ext_bit_cast.hpp,math,ext_bit_cast.hpp,Documented,Extended bit casting utility,None,High,Complete,Documented in bit_operations.md
include/xieite/math/factorial.hpp,math,factorial.hpp,Documented,Factorial calculation function,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/farthest.hpp,math,farthest.hpp,Documented,Find farthest element utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/fib.hpp,math,fib.hpp,Documented,Fibonacci sequence calculation,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/find_number.hpp,math,find_number.hpp,Documented,Number finding utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/floor.hpp,math,floor.hpp,Documented,Floor rounding function,None,Low,Verified,Part of division rounding utilities
include/xieite/math/floor_half.hpp,math,floor_half.hpp,Documented,Half-increment floor rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/from_roman.hpp,math,from_roman.hpp,Documented,Convert Roman numerals to number,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/hash_combine.hpp,math,hash_combine.hpp,Documented,Combine multiple hash values,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/hash_distribute.hpp,math,hash_distribute.hpp,Documented,Distribute hash values uniformly,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/int128_t.hpp,math,int128_t.hpp,Documented,128-bit integer type definition,None,Medium,Complete,Documented in advanced_types.md
include/xieite/math/intersection2d.hpp,math,intersection2d.hpp,Documented,2D intersection calculation,None,Medium,Verified,Part of search utilities collection
include/xieite/math/interval.hpp,math,interval.hpp,Documented,Mathematical interval type,None,Medium,Complete,Documented in advanced_types.md
include/xieite/math/join_bits.hpp,math,join_bits.hpp,Documented,Join multiple values into bit pattern,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/least_int.hpp,math,least_int.hpp,Documented,Smallest signed integer type utility,None,Low,Complete,Documented in advanced_types.md
include/xieite/math/least_uint.hpp,math,least_uint.hpp,Documented,Smallest unsigned integer type utility,None,Low,Complete,Documented in advanced_types.md
include/xieite/math/left_shift.hpp,math,left_shift.hpp,Documented,Safe left bit shift operation,None,Low,Complete,Documented in bit_operations.md
include/xieite/math/line2d.hpp,math,line2d.hpp,Documented,2D line geometric type,xieite/math/point2d.hpp,Medium,Complete,Documented in geometric_types.md
include/xieite/math/little_endify.hpp,math,little_endify.hpp,Documented,Convert to little-endian byte order,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/log.hpp,math,log.hpp,Documented,Logarithm function utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/magnify.hpp,math,magnify.hpp,Documented,Magnitude rounding function,None,Low,Verified,Part of division rounding utilities
include/xieite/math/magnify_half.hpp,math,magnify_half.hpp,Documented,Half-increment magnitude rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/mash_bits.hpp,math,mash_bits.hpp,Documented,Bit manipulation and mashing utility,None,High,Complete,Documented in bit_operations.md
include/xieite/math/md5.hpp,math,md5.hpp,Documented,MD5 hash algorithm implementation,None,High,Complete,Documented in bit_operations.md
include/xieite/math/mean.hpp,math,mean.hpp,Documented,Calculate arithmetic mean,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/median.hpp,math,median.hpp,Documented,Calculate median value,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/merge_intervals.hpp,math,merge_intervals.hpp,Documented,Interval merging utility,None,Medium,Verified,Part of search utilities collection
include/xieite/math/minmax.hpp,math,minmax.hpp,Documented,Min/max utility functions,None,Low,Verified,Part of search utilities collection
include/xieite/math/minmax_magnitude.hpp,math,minmax_magnitude.hpp,Documented,Min/max by magnitude utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/mod.hpp,math,mod.hpp,Documented,Modulo operation utility,None,Low,Verified,Part of division rounding utilities
include/xieite/math/mod_overflow.hpp,math,mod_overflow.hpp,Documented,Safe modulo operation with overflow detection,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/modes.hpp,math,modes.hpp,Documented,Calculate statistical modes,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/mul_overflow.hpp,math,mul_overflow.hpp,Documented,Safe multiplication with overflow detection,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/neg.hpp,math,neg.hpp,Documented,Negation operation function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/number.hpp,math,number.hpp,Documented,Generic numeric type wrapper,None,High,Complete,Documented in advanced_types.md
include/xieite/math/parse_number.hpp,math,parse_number.hpp,Documented,Parse number from string,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/pi.hpp,math,pi.hpp,Documented,Pi mathematical constant,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/point2d.hpp,math,point2d.hpp,Documented,2D point geometric type,None,Medium,Complete,Documented in geometric_types.md
include/xieite/math/polygon2d.hpp,math,polygon2d.hpp,Documented,2D polygon geometric type,xieite/math/point2d.hpp,High,Complete,Documented in geometric_types.md
include/xieite/math/pow.hpp,math,pow.hpp,Documented,Power operation function,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/pow_overflow.hpp,math,pow_overflow.hpp,Documented,Safe power operation with overflow detection,None,High,Complete,Documented in arithmetic_operations.md
include/xieite/math/prime.hpp,math,prime.hpp,Documented,Prime number utilities,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/ray2d.hpp,math,ray2d.hpp,Documented,2D ray geometric type,xieite/math/point2d.hpp,Medium,Complete,Documented in geometric_types.md
include/xieite/math/reflect2d.hpp,math,reflect2d.hpp,Documented,2D reflection transformation,None,Medium,Verified,Part of search utilities collection
include/xieite/math/rem.hpp,math,rem.hpp,Documented,Remainder operation utility,None,Low,Verified,Part of division rounding utilities
include/xieite/math/reverse_bits.hpp,math,reverse_bits.hpp,Documented,Reverse bit order in integer,None,Medium,Complete,Documented in bit_operations.md
include/xieite/math/reverse_number.hpp,math,reverse_number.hpp,Documented,Number reversal utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/right_shift.hpp,math,right_shift.hpp,Documented,Safe right bit shift operation,None,Low,Complete,Documented in bit_operations.md
include/xieite/math/rotate2d.hpp,math,rotate2d.hpp,Documented,2D rotation transformation,None,Medium,Verified,Part of search utilities collection
include/xieite/math/scale2d.hpp,math,scale2d.hpp,Documented,2D scaling transformation,None,Medium,Verified,Part of search utilities collection
include/xieite/math/sec.hpp,math,sec.hpp,Documented,Secant trigonometric function,None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/segment2d.hpp,math,segment2d.hpp,Documented,2D line segment geometric type,xieite/math/point2d.hpp,Medium,Complete,Documented in geometric_types.md
include/xieite/math/sign.hpp,math,sign.hpp,Documented,Sign determination function,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/sign_cast.hpp,math,sign_cast.hpp,Documented,Safe sign casting utility,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/split_bool.hpp,math,split_bool.hpp,Documented,Boolean value splitting utility,None,Low,Complete,Documented in arithmetic_operations.md
include/xieite/math/ssize_t.hpp,math,ssize_t.hpp,Documented,Signed size type utility,None,Low,Verified,Part of search utilities collection
include/xieite/math/str_number.hpp,math,str_number.hpp,Documented,Convert number to string,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/sub_overflow.hpp,math,sub_overflow.hpp,Documented,Safe subtraction with overflow detection,None,Medium,Complete,Documented in arithmetic_operations.md
include/xieite/math/tau.hpp,math,tau.hpp,Documented,Tau mathematical constant (2*pi),None,Low,Complete,Documented in mathematical_functions.md
include/xieite/math/to_roman.hpp,math,to_roman.hpp,Documented,Convert number to Roman numerals,None,Medium,Complete,Documented in mathematical_functions.md
include/xieite/math/to_underlying.hpp,math,to_underlying.hpp,Documented,Enum to underlying type conversion,None,Low,Verified,Part of search utilities collection
include/xieite/math/translate2d.hpp,math,translate2d.hpp,Documented,2D translation transformation,None,Medium,Verified,Part of search utilities collection
include/xieite/math/truncate.hpp,math,truncate.hpp,Documented,Truncation rounding function,None,Low,Verified,Part of division rounding utilities
include/xieite/math/truncate_half.hpp,math,truncate_half.hpp,Documented,Half-increment truncation rounding,None,Low,Verified,Part of division rounding utilities
include/xieite/math/uniform_distribution.hpp,math,uniform_distribution.hpp,Documented,Uniform distribution utility,None,Medium,Verified,Part of search utilities collection
include/xieite/math/uniform_interruptable_distribution.hpp,math,uniform_interruptable_distribution.hpp,Documented,Interruptable uniform distribution,None,High,Verified,Part of search utilities collection
include/xieite/math/unit.hpp,math,unit.hpp,Documented,Unit type utility,None,Low,Verified,Part of search utilities collection
